79,147,36,36,1,2,2,5,11,2
79,84,10,10,1,2,2,8,11,3
79,103,4,4,2,2,0,11,11,3
79,146,32,32,2,2,2,8,11,3
79,151,6,6,1,2,2,0,11,3
79,136,84,84,1,0,0,0,11,3
79,152,32,32,5,2,2,0,11,3
79,14,12,12,1,2,2,0,7,2
79,153,19,19,5,0,0,0,215,1
79,101,49,49,1,0,0,18,216,1
79,120,39,39,8,2,0,12,156,1
79,133,62,62,14,2,1,12,217,1
79,133,67,67,1,0,0,6,218,1
79,135,31,31,5,0,0,0,1,1
79,121,67,67,8,0,0,7,1,1
79,154,74,74,2,1,0,7,219,1
79,146,46,46,8,0,0,6,220,1
79,135,9,9,1,2,2,0,221,1
80,76,62,62,9,1,0,0,18,0
80,152,62,62,6,0,0,6,222,0
80,111,8,8,1,1,0,7,223,0
80,152,12,12,1,0,0,5,18,0
80,134,85,85,9,0,0,6,224,0
80,14,12,12,1,2,2,5,7,2
80,73,46,46,7,2,2,0,7,2
80,109,59,59,9,2,2,0,7,2
80,151,48,48,2,0,0,0,7,2
80,110,86,86,5,1,2,7,11,2
80,128,8,8,1,2,2,5,7,2
80,135,69,69,1,2,1,5,7,2
80,155,4,4,1,2,0,5,11,2
80,112,0,0,0,2,2,5,11,2
80,122,87,87,14,3,0,12,11,3
80,58,8,8,10,5,0,7,11,3
80,99,48,48,6,0,0,6,194,3
80,128,8,8,1,0,0,7,6,3
80,14,12,12,1,2,2,5,7,2
80,81,1,1,11,2,2,6,33,1
80,64,48,48,1,5,0,7,0,1
80,156,88,88,6,0,0,7,225,1
80,99,2,2,1,2,0,1,17,1
81,156,19,19,5,0,0,1,42,0
81,64,78,78,2,0,0,0,226,0
81,147,51,51,11,2,0,0,63,0
81,151,0,0,1,2,2,5,182,0
81,139,20,20,2,1,0,11,11,3
81,14,12,12,1,2,2,6,7,2
81,14,12,12,1,2,2,8,7,2
81,152,38,38,2,2,2,11,227,1
81,135,69,69,13,1,1,6,228,1
82,91,31,31,1,0,0,3,28,0
82,144,14,14,1,0,2,9,46,0
82,143,31,31,2,1,0,5,59,0
82,157,15,15,1,1,0,5,6,0
82,89,31,31,1,0,0,2,6,0
82,25,16,16,5,1,0,1,59,0
82,73,18,18,6,1,0,12,7,0
82,53,0,0,0,0,0,6,127,0
82,157,33,33,5,1,0,8,229,0
82,42,7,7,6,0,0,8,230,0
82,137,14,14,8,0,0,1,37,0
82,91,33,33,5,2,2,1,1,0
82,156,8,8,1,2,2,1,6,0
82,138,0,0,1,1,0,11,231,0
82,126,33,33,1,0,0,6,232,0
82,156,47,47,1,0,0,8,42,0
82,65,50,50,9,1,0,8,79,0
82,99,68,68,2,0,0,6,233,0
82,79,10,10,11,2,0,0,234,0
82,79,12,12,14,2,0,0,235,0
82,52,16,16,5,1,0,5,1,0
82,116,15,15,11,1,0,5,1,0
82,91,11,11,5,0,0,5,40,0
82,115,14,14,2,0,0,7,18,0
82,109,4,4,11,0,0,1,91,0
82,120,31,31,6,0,0,0,236,0
82,120,16,16,5,0,0,5,237,0
82,91,12,12,1,0,0,5,7,0
82,104,3,3,1,2,2,5,238,0
82,39,20,20,1,2,0,7,1,0
82,105,24,24,0,0,0,7,1,0
82,69,4,4,1,2,0,7,119,0
82,143,36,36,1,2,0,0,50,0
82,131,8,8,1,0,0,0,28,0
82,153,7,7,5,0,0,7,15,0
82,65,4,4,11,0,0,8,239,0
82,70,7,7,1,0,0,0,120,0
82,78,14,14,5,0,0,6,240,0
82,92,12,12,1,3,2,13,11,2
82,14,12,12,1,2,2,6,11,2
82,146,12,12,1,0,2,1,7,2
82,14,12,12,1,2,2,5,7,2
82,121,31,31,1,0,2,1,7,2
82,136,20,20,2,0,0,1,7,2
82,157,7,7,6,1,0,8,7,2
82,158,10,10,1,2,0,7,7,2
82,36,15,15,9,2,2,1,7,2
82,73,18,18,1,2,2,0,7,2
82,126,48,48,1,2,2,7,7,2
82,86,1,1,2,2,2,1,7,2
82,143,12,12,7,2,2,5,7,2
82,105,0,0,0,2,2,0,7,2
82,103,31,31,1,2,2,6,7,2
82,159,46,46,8,2,1,7,11,2
82,121,31,31,1,0,2,1,11,3
82,36,15,15,9,1,1,0,11,3
82,110,31,31,2,2,0,1,11,3
82,160,68,68,1,0,0,1,11,3
82,97,15,15,2,2,0,14,11,3
82,68,28,28,8,1,1,7,241,3
82,60,15,15,11,2,0,5,11,3
82,76,19,19,5,2,0,7,11,3
82,88,37,37,9,0,0,0,11,3
82,161,49,49,0,0,1,0,11,3
82,162,49,49,0,3,0,7,11,3
82,147,36,36,1,2,0,0,11,3
82,78,1,1,2,1,0,0,11,3
82,144,49,49,0,2,0,0,11,3
82,14,12,12,1,2,2,6,7,2
82,14,12,12,1,2,2,1,7,2
82,14,12,12,1,2,2,3,7,2
82,14,12,12,1,2,2,6,7,2
82,14,12,12,1,2,2,0,7,2
82,14,12,12,1,2,2,1,7,2
82,14,12,12,1,2,2,7,7,2
82,97,48,48,10,2,2,1,242,1
82,126,48,48,10,1,0,5,243,1
82,79,36,36,9,0,0,2,244,1
82,101,80,80,1,1,0,5,54,1
82,124,39,39,8,0,1,1,245,1
82,66,14,14,6,0,0,0,37,1
82,87,89,89,1,2,0,6,246,1
82,100,39,39,8,2,1,8,247,1
82,121,31,31,1,2,2,0,248,1
82,138,33,33,1,2,2,12,18,1
82,146,16,16,1,2,2,1,249,1
83,115,12,12,1,0,0,1,250,0
83,84,90,90,1,1,0,0,17,0
83,155,66,66,1,0,0,5,52,0
83,133,68,68,6,2,0,0,251,0
83,109,31,31,1,2,0,5,156,0
83,142,9,9,1,0,0,5,252,0
83,155,3,3,1,0,0,6,230,0
83,121,33,33,5,0,0,6,253,0
83,121,0,0,1,0,1,19,254,0
83,146,39,39,8,0,0,0,1,0
83,129,9,9,1,0,0,8,18,0
83,163,10,10,1,0,0,14,6,0
83,132,15,15,1,0,0,1,33,0
83,154,17,17,1,0,0,5,59,0
83,52,12,12,8,1,0,7,255,0
83,120,48,48,6,0,0,1,6,0
83,109,72,72,2,1,0,0,254,0
83,136,3,3,2,0,0,5,256,0
83,143,9,9,6,1,0,5,122,0
83,142,91,91,8,2,2,8,214,0
83,144,39,39,1,1,0,0,39,0
83,160,1,1,11,0,0,16,257,0
83,163,36,36,0,1,0,0,33,0
83,154,48,48,1,1,0,7,250,0
83,143,38,38,6,1,2,8,258,0
83,164,48,48,1,0,1,1,7,2
83,14,12,12,1,2,2,8,7,2
83,14,12,12,1,2,2,0,7,2
83,155,58,58,6,1,0,12,7,2
83,139,15,15,11,1,0,7,7,2
83,139,15,15,1,2,2,5,7,2
83,133,68,68,1,2,0,5,7,2
83,165,12,12,14,0,0,1,7,2
83,134,9,9,9,2,2,7,7,2
83,142,9,9,1,2,0,5,11,2
83,109,31,31,1,2,0,5,11,2
83,154,31,31,1,2,0,5,11,2
83,98,49,49,1,2,2,7,11,3
83,121,62,62,1,2,0,5,11,3
83,156,92,92,6,0,0,1,7,3
83,128,3,3,1,2,2,0,11,3
83,166,12,12,2,2,0,7,11,3
83,14,12,12,1,2,2,6,7,2
83,155,58,58,6,1,0,12,259,1
83,151,8,8,6,0,0,5,260,1
83,132,12,12,14,0,0,6,261,1
83,152,12,12,8,2,2,8,262,1
83,155,2,2,6,0,0,1,263,1
83,147,4,4,6,0,0,0,264,1
83,162,8,8,6,2,1,1,117,1
83,106,20,20,10,0,0,3,265,1
84,156,41,41,1,0,0,0,6,0
84,139,2,2,6,1,2,1,40,0
84,128,20,20,1,1,0,5,182,0
84,114,12,12,5,0,0,2,86,0
84,147,41,41,2,1,0,14,252,0
84,122,68,68,1,0,0,8,266,0
84,156,57,57,1,0,0,1,1,0
84,160,4,4,1,0,0,0,18,0
84,128,19,19,5,0,0,0,1,0
84,65,18,18,6,2,0,0,33,0
84,142,12,12,0,0,0,0,27,0
84,151,68,68,5,1,0,11,59,0
84,166,32,32,17,1,0,11,54,0
84,112,0,0,0,0,0,5,267,0
84,14,12,12,1,2,2,0,7,2
84,131,2,2,2,2,0,6,7,2
84,142,19,19,1,2,0,12,7,2
84,119,10,10,11,2,2,5,7,2
84,108,59,59,1,2,2,6,7,2
84,147,41,41,2,2,2,0,7,2
84,155,12,12,1,2,2,5,11,2
84,14,12,12,1,2,2,8,11,3
84,166,74,74,9,2,2,12,11,3
84,75,15,15,2,2,2,2,11,3
84,135,32,32,1,2,2,18,11,3
84,14,12,12,1,2,2,7,7,2
84,139,12,12,1,1,0,1,252,1
84,151,48,48,6,2,2,12,268,1
84,160,20,20,1,0,0,0,122,1
84,160,20,20,2,0,0,1,269,1
84,151,36,36,1,0,0,1,46,1
84,136,36,36,9,2,2,8,270,1
84,147,6,6,1,2,0,6,271,1
84,139,60,60,1,2,2,0,272,1
84,108,47,47,18,2,0,8,273,1
85,147,80,80,1,0,0,0,29,0
85,89,28,28,1,0,0,6,274,0
85,167,68,68,1,0,1,1,7,0
85,163,8,8,6,0,0,12,113,0
85,168,6,6,0,1,0,11,33,0
85,136,68,68,2,1,0,2,40,0
85,144,10,10,1,2,0,6,275,0
85,137,4,4,9,0,0,6,276,0
85,154,8,8,10,0,0,5,92,0
85,14,12,12,1,2,2,0,7,2
85,93,62,62,1,0,0,2,7,2
85,136,9,9,9,1,0,1,11,2
85,14,4,4,1,0,1,1,11,3
85,116,6,6,9,1,0,6,11,3
85,169,93,93,1,1,0,0,7,3
85,14,39,39,1,0,0,6,11,3
85,120,48,48,9,1,0,11,11,3
85,103,50,50,9,1,0,0,11,3
85,114,10,10,2,1,0,11,11,3
85,91,0,0,5,2,2,8,277,3
85,115,4,4,11,2,2,2,11,3
85,170,35,35,9,2,2,5,11,3
85,14,12,12,1,2,2,15,7,2
85,171,12,12,1,0,0,2,7,2
85,84,12,12,6,0,0,0,7,2
85,133,6,6,1,0,0,1,278,1
85,144,8,8,6,2,0,1,279,1
85,135,20,20,2,2,0,6,280,1
85,112,31,31,22,2,1,0,281,1
85,119,48,48,11,2,1,0,33,1
86,114,1,1,1,0,0,5,282,0
86,151,8,8,1,0,0,0,7,2
86,82,62,62,1,1,0,6,7,2
86,85,55,55,11,0,0,5,11,2
86,139,31,31,2,2,2,11,7,2
86,138,4,4,1,2,2,11,7,2
86,63,8,8,8,1,0,11,11,3
86,34,32,32,1,2,0,0,11,3
86,0,8,8,6,2,1,15,11,3
86,66,54,54,6,1,0,6,283,1
86,128,41,41,1,2,2,11,156,1
87,25,20,20,1,0,0,0,284,0
87,127,12,12,1,0,0,0,18,0
87,58,1,1,1,1,0,0,1,0
87,68,17,17,1,0,0,0,46,0
87,139,36,36,6,0,0,0,252,0
87,35,4,4,17,1,0,7,7,0
87,91,46,46,8,1,0,0,83,0
87,41,0,0,1,0,0,5,0,0
87,99,1,1,1,0,0,0,50,0
87,68,0,0,0,1,0,0,6,0
87,68,17,17,1,2,1,0,7,2
87,84,29,29,5,2,2,11,7,2
87,139,36,36,1,0,0,7,7,2
87,65,1,1,21,1,0,2,7,2
87,109,23,23,6,1,0,8,11,2
87,108,2,2,1,0,0,0,7,2
87,125,12,12,1,0,1,9,11,3
87,172,10,10,1,2,0,2,11,3
87,156,10,10,1,2,2,0,11,3
87,97,39,39,8,2,2,0,11,3
87,173,14,14,10,0,1,0,7,3
87,14,12,12,1,2,2,1,7,2
87,174,32,32,7,1,1,6,285,1
87,175,31,31,1,0,0,6,286,1
87,62,2,2,9,2,0,1,287,1
88,168,12,12,1,0,0,6,7,2
89,142,62,62,1,0,0,8,288,0
89,147,12,12,6,3,0,1,289,0
89,136,41,41,1,0,0,1,17,0
89,47,18,18,1,0,0,1,0,0
89,76,60,60,5,1,0,7,122,0
89,134,62,62,1,0,0,5,122,0
89,72,46,46,0,2,0,12,17,0
89,87,77,77,6,0,0,0,290,0
89,139,49,49,0,2,2,2,7,0
89,160,12,12,2,1,2,0,291,0
89,139,10,10,11,2,1,0,17,0
89,162,94,94,1,1,0,12,292,0
89,109,77,77,9,1,0,0,239,0
89,14,12,12,1,2,2,0,7,2
89,174,32,32,1,2,2,1,7,2
89,79,67,67,9,2,2,2,7,2
89,90,95,95,1,0,0,1,7,2
89,60,12,12,2,2,2,6,7,2
89,137,10,10,1,2,2,0,7,2
89,115,62,62,2,2,2,6,7,2
89,132,62,62,1,2,2,0,7,2
89,151,40,40,1,0,1,5,11,3
89,14,12,12,1,2,2,0,11,3
89,119,10,10,11,1,0,11,11,3
89,139,0,0,1,2,1,12,11,3
89,151,31,31,1,2,2,5,11,3
89,115,15,15,11,0,0,1,11,3
89,14,12,12,1,2,2,5,7,2
89,14,12,12,1,2,2,15,7,2
89,14,12,12,1,2,2,1,7,2
89,14,12,12,1,2,2,8,7,2
89,14,12,12,1,2,2,0,7,2
89,14,12,12,1,2,2,1,7,2
89,60,59,59,2,1,0,8,293,1
89,90,10,10,1,1,0,5,294,1
89,92,1,1,1,2,2,0,17,1
89,146,20,20,2,2,0,7,49,1
89,131,62,62,1,2,2,0,295,1
90,176,59,59,1,0,0,0,296,0
90,156,12,12,1,0,0,6,257,0
90,163,4,4,1,0,0,0,119,0
90,27,15,15,1,0,0,5,92,0
90,111,24,24,1,0,0,6,83,0
90,156,39,39,8,1,0,0,18,0
90,103,7,7,5,2,2,1,297,0
90,168,67,67,9,0,0,1,40,0
90,128,3,3,0,2,2,1,7,2
90,115,15,15,1,2,0,5,7,2
90,155,12,12,1,2,2,5,7,2
90,156,12,12,1,0,2,2,7,2
90,14,12,12,1,2,2,0,7,2
90,25,15,15,11,3,0,13,298,1
90,165,8,8,2,2,0,6,42,1
90,156,32,32,7,2,0,0,299,1
91,14,0,0,1,2,2,1,194,0
91,68,68,68,1,0,0,18,130,0
91,177,12,12,9,1,0,0,1,0
91,165,55,55,8,1,0,11,25,0
91,132,1,1,11,0,0,9,28,0
91,132,8,8,1,0,0,8,6,0
91,178,48,48,0,0,0,1,254,0
91,154,23,23,6,2,2,6,300,0
91,91,12,12,0,0,0,1,50,0
91,151,9,9,1,0,0,6,224,0
91,138,15,15,1,2,2,0,301,0
91,129,40,40,8,0,1,1,7,2
91,14,12,12,1,2,2,8,11,2
91,179,68,68,1,0,1,3,7,2
91,147,80,80,1,2,2,2,7,2
91,138,0,0,0,1,1,0,7,2
91,68,68,68,1,2,2,9,7,2
91,72,3,3,1,2,2,8,7,2
91,101,0,0,1,2,2,1,7,2
91,175,41,41,1,2,2,6,7,2
91,14,12,12,1,2,2,15,11,3
91,156,8,8,10,2,2,8,11,3
91,147,15,15,9,2,2,0,11,3
91,152,8,8,11,0,0,0,11,3
91,14,12,12,1,2,2,1,7,2
91,180,77,77,1,0,0,5,1,1
91,103,6,6,1,0,0,6,302,1
91,147,34,34,1,0,0,0,37,1
92,151,39,39,1,2,0,11,91,0
92,111,0,0,0,0,0,5,214,0
92,175,0,0,1,0,0,18,7,0
92,175,74,74,1,0,0,2,258,0
92,104,7,7,1,1,0,0,303,0
92,89,41,41,2,1,0,8,304,0
92,154,44,44,2,1,0,0,1,0
92,181,65,65,6,0,0,12,25,0
92,175,0,0,1,0,2,2,7,2
92,43,7,7,1,2,2,2,11,2
92,111,0,0,0,2,2,2,7,2
92,103,10,10,1,2,2,8,11,2
92,174,68,68,9,0,2,16,7,2
92,103,10,10,1,2,0,5,11,3
92,43,7,7,1,2,2,11,11,3
92,167,8,8,11,2,2,1,11,3
92,14,12,12,1,2,2,6,7,2
92,179,44,44,1,0,0,0,91,1
92,174,68,68,9,0,1,14,28,1
92,147,68,68,1,2,0,6,305,1
92,120,72,72,1,2,2,0,306,1
93,142,20,20,9,1,0,11,122,0
93,162,48,48,9,0,1,15,117,0
93,60,9,9,1,2,0,0,7,0
93,177,12,12,1,0,0,1,52,0
93,120,12,12,1,1,0,8,124,0
93,60,0,0,10,1,0,12,307,0
93,132,20,20,1,0,0,14,122,0
93,86,15,15,11,0,0,7,308,0
93,90,7,7,1,2,0,6,309,0
93,155,3,3,1,2,0,12,310,0
93,166,12,12,8,0,1,0,311,0
93,110,1,1,14,0,0,6,224,0
93,135,24,24,1,0,0,5,17,0
93,129,58,58,1,0,0,8,41,0
93,138,82,82,9,0,0,0,46,0
93,139,32,32,17,1,0,7,52,0
93,151,33,33,5,1,0,0,149,0
93,139,12,12,1,0,0,7,312,0
93,147,11,11,1,0,0,5,313,0
93,138,12,12,1,0,0,7,201,0
93,137,36,36,23,2,0,1,314,0
93,160,14,14,6,2,0,7,46,0
93,163,31,31,20,0,0,0,17,0
93,110,39,39,8,1,0,0,7,0
93,181,8,8,11,0,0,8,315,0
93,168,15,15,9,0,0,8,46,0
93,30,10,10,1,0,0,8,251,0
93,152,22,22,2,0,2,1,17,0
93,170,8,8,1,3,0,13,11,2
93,14,12,12,1,2,2,1,11,2
93,165,7,7,0,2,2,6,7,2
93,14,12,12,1,2,2,1,7,2
93,166,6,6,1,2,2,1,7,2
93,156,0,0,1,2,2,5,7,2
93,178,32,32,1,2,2,18,11,2
93,154,57,57,8,1,1,7,7,2
93,14,12,12,1,2,2,0,7,2
93,121,96,96,1,2,2,7,7,2
93,156,0,0,1,2,2,7,7,2
93,163,20,20,1,2,2,7,7,2
93,178,32,32,9,2,0,6,7,2
93,166,32,32,1,2,2,6,7,2
93,166,6,6,1,2,2,6,7,2
93,60,0,0,6,1,2,5,7,2
93,130,12,12,1,1,2,0,7,2
93,86,43,43,1,0,0,0,11,2
93,154,57,57,8,1,2,6,7,2
93,162,32,32,2,1,0,2,7,2
93,163,23,23,1,2,2,0,7,2
93,128,31,31,9,1,2,16,7,2
93,80,48,48,6,0,0,1,7,2
93,136,0,0,0,0,2,8,7,2
93,167,31,31,1,1,0,1,7,2
