944,1191,32,32,1,1,0,7,11,2
944,1182,10,10,52,0,1,1,11,3
944,1347,165,165,11,1,1,0,11,3
944,1410,0,0,1,0,1,0,11,3
944,1055,28,28,6,1,2,5,11,3
944,1272,35,35,1,1,1,6,11,3
944,1191,49,49,2,1,1,2,11,3
944,1054,37,37,7,0,0,1,11,3
944,1269,10,10,11,1,1,7,7,2
944,1145,0,0,2,1,1,0,11,3
944,1135,29,29,1,1,1,0,11,3
944,1291,59,59,63,1,1,7,11,3
944,1080,47,47,18,1,1,14,11,3
944,1277,9,9,4,1,1,10,11,3
944,1269,41,41,2,1,1,5,11,3
944,1440,51,51,13,1,0,6,11,3
944,1151,31,31,1,1,1,112,11,3
944,1438,20,20,3,1,1,12,11,3
944,1086,20,20,36,1,1,39,11,3
944,1272,10,10,11,0,1,1,11,3
944,1185,60,60,1,1,1,18,11,3
944,1169,4,4,4,1,1,0,11,3
944,1102,47,47,42,1,1,0,11,3
944,1432,0,0,0,0,1,1,11,3
944,1081,89,89,2,0,1,15,11,3
944,1438,0,0,2,1,1,0,11,3
944,1145,9,9,9,0,1,1,11,3
944,1055,80,80,9,1,1,0,11,3
944,1062,32,32,2,1,1,12,11,3
944,1061,59,59,2,1,1,2,11,3
944,1169,11,11,5,0,1,0,11,3
944,1061,231,231,5,1,1,12,11,3
944,1081,44,44,9,1,1,6,11,3
944,1434,31,31,32,0,0,1,11,3
944,1269,15,15,102,0,1,15,11,3
944,1438,15,15,3,1,1,0,11,3
944,1055,42,42,9,0,1,6,11,3
944,1151,68,68,17,1,1,5,11,3
944,1062,10,10,1,0,1,15,11,3
944,1131,81,81,6,1,0,7,11,3
944,1102,49,49,0,0,1,15,11,3
944,1081,15,15,21,1,0,7,11,3
944,1435,12,12,1,1,0,7,7,2
944,1407,12,12,1,1,1,0,7,2
944,1185,12,12,1,1,1,0,7,2
944,1135,54,54,2,1,1,0,7,2
944,1148,12,12,9,0,1,14,7,2
944,1434,322,322,57,1,1,12,1534,1
944,1438,0,0,13,1,1,5,384,1
944,1022,10,10,2,0,0,0,4894,1
944,1182,29,29,9,0,1,1,1,1
944,1134,31,31,46,1,1,12,12258,1
944,1302,34,34,1,0,0,0,12259,1
944,1086,123,123,8,1,1,0,0,1
944,1269,20,20,9,1,0,5,156,1
944,1079,9,9,9,1,1,14,18,1
944,1074,47,47,11,1,1,12,1289,1
944,1081,51,51,1,0,0,0,749,1
944,1269,32,32,17,0,0,6,12260,1
944,1170,0,0,0,1,1,12,12261,1
944,1079,95,95,85,1,1,6,12262,1
944,1435,41,41,2,1,1,12,12263,1
944,1430,50,50,9,1,1,0,5414,1
945,1269,0,0,21,1,1,0,816,0
945,1087,43,43,2,0,1,6,12264,0
945,1423,23,23,11,1,1,0,33,0
945,1410,67,67,5,0,1,1,206,0
945,1430,7,7,6,0,1,0,6200,0
945,1047,1,1,14,1,1,0,152,0
945,1394,135,135,9,0,1,5,1285,0
945,1047,14,14,1,0,0,18,6020,0
945,1232,104,104,8,1,0,15,8421,0
945,718,0,0,46,0,0,6,122,0
945,1086,31,31,30,0,0,0,18,0
945,1216,15,15,3,0,1,15,8421,0
945,1191,49,49,5,1,1,15,388,0
945,1055,163,163,0,1,1,5,12265,0
945,1169,38,38,11,1,1,15,28,0
945,1431,8,8,5,0,1,1,4444,0
945,1432,135,135,9,1,0,8,251,0
945,518,46,46,8,1,1,5,12266,0
945,1070,46,46,5,1,0,7,11,2
945,1269,119,119,9,1,1,5,11,2
945,1269,136,136,4,1,1,12,11,2
945,1269,67,67,8,1,1,0,11,3
945,1438,0,0,0,0,1,0,11,3
945,1065,10,10,21,0,1,26,11,3
945,1070,1,1,14,1,1,12,11,3
945,1074,3,3,2,1,0,7,11,3
945,1280,17,17,2,0,1,0,11,3
945,1047,41,41,1,1,1,15,11,3
945,1111,0,0,5,0,1,6,11,3
945,1222,14,14,6,1,1,0,11,3
945,1269,54,54,6,1,1,15,11,3
945,1370,31,31,11,1,1,12,11,3
945,1399,4,4,0,1,1,7,11,3
945,1135,8,8,11,0,0,12,11,3
945,1065,36,36,6,0,1,6,11,3
945,1269,23,23,5,0,1,1,11,3
945,1151,14,14,9,1,1,0,11,3
945,1148,23,23,7,0,1,0,11,3
945,1069,36,36,11,0,1,1,11,3
945,1135,19,19,9,1,1,12,11,3
945,1055,1,1,9,0,1,19,11,3
945,1062,61,61,6,1,0,7,11,3
945,1151,3,3,2,1,1,5,11,3
945,1191,62,62,9,0,1,0,11,3
945,1138,31,31,1,0,0,6,11,3
945,1426,11,11,8,1,1,12,11,3
945,1138,0,0,0,1,1,18,11,3
945,1086,59,59,11,1,1,6,11,3
945,1151,294,294,9,1,1,5,11,3
945,1430,54,54,6,1,1,18,11,3
945,1323,3,3,9,0,1,1,11,3
945,1206,273,273,9,0,1,21,11,3
945,1440,32,32,2,1,1,0,11,3
945,14,53,53,2,0,1,5,7,2
945,1426,80,80,8,1,1,0,7,2
945,1081,9,9,9,0,1,1,1,1
945,1173,3,3,9,1,1,0,12267,1
945,1151,9,9,5,1,1,0,50,1
945,1413,10,10,2,1,1,12,12268,1
945,1148,0,0,0,1,1,0,3377,1
945,1425,21,21,5,1,1,7,816,1
945,1047,20,20,3,1,1,5,18,1
945,1272,60,60,96,1,0,0,12269,1
946,1135,40,40,5,1,1,15,12270,0
946,1086,14,14,9,1,1,16,12003,0
946,1047,1,1,14,1,1,5,3552,0
946,1291,33,33,2,1,1,0,953,0
946,1086,41,41,2,1,1,0,17,0
946,1064,2,2,2,0,1,1,17,0
946,1440,44,44,14,0,0,0,252,0
946,1055,40,40,5,1,1,0,11406,0
946,1269,49,49,1,1,1,0,5780,0
946,1216,7,7,1,1,0,0,2435,0
946,1086,31,31,2,0,0,0,33,0
946,1070,75,75,2,0,0,0,1,0
946,1435,19,19,2,1,1,0,11,2
946,1086,1,1,9,1,1,0,11,2
946,1065,120,120,11,0,1,0,11,2
946,1135,141,141,9,1,1,0,11,3
946,1405,4,4,8,1,1,6,11,3
946,1131,17,17,9,0,1,0,11,3
946,1060,3,3,2,0,1,19,11,3
946,1047,48,48,9,1,1,7,11,3
946,1438,23,23,6,1,1,5,11,3
946,1440,37,37,2,1,1,7,11,3
946,1086,1,1,14,0,1,0,11,3
946,1135,0,0,0,1,1,0,11,3
946,1326,227,227,9,0,1,1,11,3
946,1241,99,99,0,1,0,6,11,3
946,1158,54,54,9,1,1,15,11,3
946,1272,69,69,13,1,1,0,11,3
946,1414,61,61,6,1,1,5,11,3
946,1131,41,41,9,0,0,6,11,3
946,1047,28,28,2,0,1,1,11,3
946,1171,41,41,2,1,1,6,11,3
946,1425,23,23,4,1,1,0,11,3
946,1111,48,48,10,0,1,0,11,3
946,1414,43,43,9,1,1,7,11,3
946,1145,41,41,2,0,1,1,11,3
946,1135,38,38,6,0,1,0,11,3
946,1169,62,62,11,1,1,14,11,3
946,1055,205,205,9,1,1,0,11,3
946,1182,31,31,60,1,1,12,11,3
946,873,145,145,35,0,1,1,11,3
946,1131,69,69,13,1,1,0,11,3
946,1435,96,96,9,1,1,0,11,3
946,1432,39,39,8,0,0,5,11,3
946,1158,10,10,1,0,1,0,11,3
946,1069,224,224,5,1,1,12,11,3
946,1169,49,49,0,1,1,14,11,3
946,1440,6,6,5,1,1,1,11,3
946,1148,10,10,11,1,1,8,7,2
946,1169,64,64,14,1,1,8,10882,1
946,1409,60,60,1,0,1,1,1,1
946,1438,130,130,57,1,0,8,10241,1
946,1148,34,34,6,1,1,12,12271,1
946,1436,11,11,5,1,1,7,252,1
946,1081,4,4,13,1,1,15,5035,1
946,1266,142,142,11,1,1,5,1612,1
946,1216,6,6,0,1,0,7,12272,1
946,1318,31,31,11,1,0,8,66,1
946,1191,0,0,0,0,1,1,1,1
946,1135,41,41,13,1,1,6,46,1
947,809,16,16,1,0,0,1,17,0
947,1266,37,37,6,0,0,6,5196,0
947,1191,10,10,11,0,1,5,6609,0
947,1191,1,1,11,0,0,6,12273,0
947,1119,119,119,14,0,0,0,40,0
947,1074,81,81,8,0,1,1,46,0
947,1128,38,38,6,1,1,15,50,0
947,1216,76,76,9,1,1,0,1,0
947,1413,58,58,11,0,0,1,92,0
947,1080,125,125,11,1,1,5,1,0
947,1266,59,59,11,1,1,15,10821,0
947,1222,0,0,0,0,1,1,332,0
947,1022,0,0,0,1,1,15,9764,0
947,1086,138,138,1,0,0,8,1654,0
947,1415,15,15,36,0,0,0,612,0
947,1185,64,64,2,1,0,7,756,0
947,1169,23,23,8,1,1,21,11,2
947,1325,139,139,2,1,1,0,11,2
947,984,0,0,2,0,1,15,11,3
947,1145,4,4,6,1,1,5,11,3
947,1064,32,32,8,1,0,12,11,3
947,1119,153,153,9,1,1,5,11,3
947,1074,32,32,9,1,1,7,11,3
947,1089,23,23,8,0,1,6,11,3
947,1060,20,20,16,1,1,5,11,3
947,1244,24,24,0,1,0,0,11,3
947,1427,48,48,20,1,1,10,11,3
947,1151,10,10,11,0,1,15,11,3
947,1092,23,23,7,1,1,11,11,3
947,1092,20,20,3,1,0,18,11,3
947,1128,31,31,11,1,1,12,11,3
947,1131,58,58,1,1,0,7,11,3
947,1398,10,10,0,1,1,0,11,3
947,1216,77,77,2,0,0,6,11,3
947,1111,18,18,9,1,1,6,11,3
947,1135,39,39,8,0,1,5,11,3
947,1366,31,31,14,1,1,6,11,3
947,1134,8,8,11,1,1,0,11,3
947,1151,9,9,9,0,1,5,11,3
947,1266,3,3,2,1,1,6,11,3
947,1074,47,47,18,1,1,0,11,3
947,1136,14,14,1,0,1,6,11,3
947,1412,88,88,8,1,1,6,11,3
947,1081,91,91,1,0,1,1,11,3
947,1291,137,137,1,1,5,0,11,3
947,1036,33,33,6,0,0,6,11,3
947,1291,3,3,2,1,1,7,11,3
947,1407,67,67,5,0,0,5,11,3
947,1086,7,7,2,1,1,12,11,3
947,1070,9,9,9,1,0,11,11,3
947,1102,128,128,11,0,1,1,11,3
947,1191,9,9,9,1,1,16,11,3
947,1138,41,41,1,0,0,0,11,3
947,979,10,10,11,1,1,0,11,3
947,1406,206,206,9,0,1,14,11,3
947,1269,41,41,2,1,1,13,11,3
947,1253,234,234,11,1,1,12,11,3
947,1135,10,10,11,1,1,6,11,3
947,1092,6,6,1,1,1,16,11,3
947,646,12,12,1,0,1,1,7,2
947,14,68,68,1,1,1,0,7,2
947,1119,48,48,14,1,1,0,7,2
947,1055,130,130,57,0,1,1,1,1
947,1272,52,52,9,1,1,5,66,1
947,1086,154,154,11,1,0,12,1390,1
947,1131,1,1,8,1,1,5,12274,1
947,1291,89,89,10,1,1,8,52,1
947,1421,6,6,9,1,1,7,6,1
947,1269,59,59,8,0,1,1,1,1
948,945,10,10,11,0,1,0,3208,0
948,1074,116,116,15,1,1,15,12275,0
948,1436,23,23,8,1,1,15,1026,0
948,1427,48,48,6,1,0,7,26,0
948,1089,1,1,5,1,1,0,50,0
948,1134,3,3,9,0,1,1,33,0
948,1440,32,32,11,1,0,7,11,2
948,1191,50,50,1,1,0,6,11,2
948,1089,6,6,1,1,1,6,11,3
948,1128,57,57,13,0,1,0,11,3
948,1438,4,4,2,1,0,6,11,3
948,1185,28,28,2,0,1,0,11,3
948,1065,18,18,6,1,0,11,11,3
948,1438,89,89,10,0,1,0,11,3
948,1069,68,68,17,1,0,12,11,3
948,1079,50,50,9,1,1,18,11,3
948,1438,137,137,1,0,1,0,11,3
948,1395,3,3,52,0,0,0,11,3
948,1384,35,35,5,2,2,0,11,3
948,1216,121,121,0,1,1,0,11,3
948,1121,9,9,5,1,1,12,11,3
948,1266,11,11,1,1,1,5,11,3
948,1269,12,12,1,1,0,7,7,2
948,1131,143,143,25,1,1,21,7,2
948,1052,9,9,10,1,1,0,854,1
948,1057,53,53,9,1,1,12,12276,1
948,1440,31,31,30,1,1,12,12277,1
948,1440,20,20,2,1,1,6,12278,1
949,1087,10,10,11,0,0,6,12279,0
949,1334,167,167,14,1,1,21,7735,0
949,1158,41,41,2,1,1,15,2193,0
949,644,8,8,6,0,0,1,27,0
949,1411,41,41,7,0,1,19,384,0
949,1070,39,39,8,0,0,6,6065,0
949,1151,10,10,2,0,1,1,12280,0
949,1047,3,3,2,0,1,0,1047,0
949,635,34,34,1,0,0,0,12281,0
949,1240,235,235,9,1,1,15,2181,0
949,1158,41,41,2,0,0,0,3045,0
949,1182,136,136,9,1,1,15,2181,0
949,1087,0,0,1,0,1,1,1,0
949,1266,44,44,1,1,1,15,92,0
949,1430,235,235,5,1,1,15,1920,0
949,1427,47,47,1,0,0,0,28,0
949,1182,10,10,11,0,0,1,46,0
949,1138,190,190,5,1,1,0,514,0
949,1409,31,31,2,0,0,6,12282,0
949,1148,230,230,8,0,1,1,28,0
949,1052,18,18,6,1,1,5,1614,0
949,1121,15,15,7,1,1,15,975,0
949,1121,34,34,6,1,1,0,182,0
949,1102,56,56,5,0,0,5,29,0
949,1269,41,41,1,0,0,8,52,0
949,1431,0,0,0,0,1,15,11,3
949,1074,31,31,45,1,0,2,11,3
949,1413,143,143,15,1,1,8,11,3
949,1151,48,48,25,1,1,0,11,3
949,1188,15,15,3,0,1,0,11,3
949,1426,35,35,18,1,0,7,11,3
949,1421,69,69,13,1,1,12,11,3
949,1028,66,66,5,1,0,12,11,3
949,1410,47,47,11,1,1,12,11,3
949,1138,72,72,14,1,1,12,11,3
949,1089,32,32,0,1,1,5,11,3
949,1431,47,47,1,1,0,0,11,3
949,1134,104,104,11,1,1,7,11,3
949,624,23,23,5,0,1,1,11,3
949,1413,31,31,30,0,1,1,11,3
949,1047,190,190,11,1,1,14,11,3
949,1158,39,39,18,1,1,6,11,3
949,1362,36,36,1,1,1,10,11,3
949,1185,113,113,8,0,1,0,11,3
949,1438,47,47,11,0,1,0,11,3
949,1143,16,16,0,0,0,12,11,3
949,1407,31,31,14,0,1,0,11,3
949,1440,4,4,6,1,1,12,11,3
949,1087,99,99,6,1,1,5,11,3
949,1434,0,0,0,1,0,12,11,3
949,1191,49,49,0,0,1,0,11,3
949,1092,48,48,1,0,1,0,11,3
949,1216,39,39,131,1,1,12,11,3
949,1419,46,46,8,0,1,0,11,3
949,1065,31,31,11,1,1,0,11,3
949,1240,39,39,8,1,1,6,11,3
949,1055,51,51,13,1,1,12,11,3
949,1417,51,51,14,1,1,5,11,3
949,1216,62,62,14,1,1,12,11,3
949,1434,47,47,21,0,1,1,11,3
949,1291,62,62,6,1,1,5,11,3
949,1431,239,239,5,1,1,6,11,3
949,1203,2,2,1,0,1,0,11,3
949,645,3,3,2,0,1,0,11,3
949,1092,48,48,19,1,1,7,11,3
949,1119,86,86,85,0,1,5,11,3
949,1191,32,32,2,0,0,6,11,3
949,1080,8,8,6,0,1,0,11,3
949,1111,12,12,1,1,0,11,7,2
949,1364,0,0,0,1,1,11,7,2
949,14,6,6,1,1,1,5,7,2
949,1425,12,12,1,1,1,12,7,2
949,1070,37,37,13,1,1,7,12283,1
949,1074,203,203,0,0,0,0,10708,1
949,1151,68,68,11,0,1,1,1050,1
949,1421,15,15,9,1,0,0,12284,1
949,1128,0,0,1,0,1,5,471,1
949,1121,23,23,0,1,1,6,12285,1
949,1434,39,39,8,0,1,12,611,1
949,1431,31,31,11,1,1,0,419,1
949,1064,10,10,2,0,0,12,2904,1
949,1438,10,10,11,1,1,7,33,1
949,1291,166,166,0,1,1,7,12286,1
949,1151,20,20,1,1,1,0,190,1
949,1052,20,20,13,1,1,10,12287,1
950,1065,46,46,8,0,0,12,1702,0
950,1062,47,47,18,0,1,1,68,0
950,1119,133,133,2,1,1,15,4118,0
950,1081,1,1,9,0,0,0,1,0
950,1438,47,47,42,1,1,15,28,0
950,1422,10,10,59,1,1,0,1,0
950,1158,37,37,13,0,1,0,12288,0
950,1162,8,8,6,1,1,7,33,0
950,1425,0,0,0,1,1,15,2779,0
950,1070,15,15,5,1,0,7,12289,0
950,1191,68,68,1,0,0,0,12290,0
950,1216,34,34,6,1,1,5,12291,0
950,1148,132,132,1,1,1,14,585,0
950,1151,3,3,2,0,0,0,12292,0
950,1266,20,20,2,1,1,5,339,0
950,635,0,0,0,1,0,0,12293,0
950,1291,19,19,8,1,1,0,12294,0
950,1047,60,60,11,0,1,15,28,0
950,1131,41,41,2,0,0,8,503,0
950,1241,41,41,2,0,1,1,12295,0
950,1216,6,6,5,1,0,11,339,0
950,1436,10,10,2,1,1,15,28,0
950,1151,31,31,14,1,1,12,12296,0
950,1269,60,60,0,1,1,0,396,0
950,1138,8,8,0,1,1,5,120,0
950,1158,9,9,9,1,1,5,6,0
950,1191,10,10,11,1,1,15,4943,0
950,1423,19,19,1,1,0,7,11,2
950,1216,147,147,9,1,1,15,11,2
950,1291,147,147,11,0,1,0,11,2
950,1087,63,63,1,1,1,15,11,2
950,1188,6,6,8,0,1,0,11,3
950,1347,81,81,1,1,1,12,11,3
950,1134,6,6,57,1,1,0,11,3
950,1427,145,145,34,1,1,7,11,3
950,1102,8,8,11,0,1,5,11,3
950,1138,64,64,49,0,1,1,11,3
950,1423,79,79,9,1,1,0,11,3
950,1086,11,11,5,0,1,6,11,3
950,1280,10,10,11,1,1,0,11,3
950,1158,4,4,6,0,1,5,11,3
950,1135,39,39,8,0,1,15,11,3
950,1269,60,60,11,1,0,1,11,3
950,1396,68,68,17,1,1,6,11,3
950,1081,66,66,29,1,1,7,11,3
950,1135,86,86,11,1,0,7,11,3
950,1074,31,31,45,0,0,6,11,3
950,1148,46,46,8,0,1,1,11,3
950,1081,4,4,21,1,1,7,11,3
950,1266,9,9,0,1,1,114,11,3
