248,290,78,78,5,1,1,15,11,3
248,442,101,101,1,1,1,7,11,3
248,460,51,51,2,1,0,8,45,3
248,475,86,86,9,1,1,10,11,3
248,412,31,31,2,0,1,15,11,3
248,458,4,4,2,0,0,2,11,3
248,430,20,20,9,0,1,1,11,3
248,426,12,12,1,2,1,1,7,2
248,458,12,12,1,0,1,1,7,2
248,447,24,24,1,0,1,0,7,2
248,426,12,12,1,2,1,0,7,2
248,327,12,12,9,1,1,11,7,2
248,75,7,7,1,3,0,5,251,1
248,454,12,12,1,1,0,0,664,1
248,464,31,31,22,1,1,0,607,1
248,455,24,24,1,0,1,1,1,1
248,466,0,0,2,1,1,6,33,1
248,451,4,4,5,0,1,1,92,1
248,416,10,10,11,0,1,1,1,1
248,426,88,88,6,0,0,8,2266,1
248,435,59,59,11,1,1,6,2267,1
248,454,24,24,0,1,1,7,724,1
248,453,101,101,1,1,0,12,2268,1
248,474,61,61,1,0,1,0,6,1
248,463,45,45,2,0,1,0,40,1
248,445,20,20,2,1,1,7,1791,1
248,298,31,31,12,0,1,1,18,1
248,461,35,35,2,1,1,5,672,1
248,440,64,64,14,1,1,5,2269,1
248,465,12,12,1,0,1,1,252,1
248,443,46,46,1,0,0,5,622,1
248,461,31,31,2,0,0,8,499,1
248,381,12,12,1,1,1,5,2270,1
248,463,108,108,1,1,1,12,2271,1
248,326,51,51,2,1,1,0,2272,1
248,405,29,29,1,0,0,1,1,1
248,466,47,47,1,0,0,1,2273,1
248,468,4,4,1,0,1,0,585,1
248,465,101,101,1,0,1,0,790,1
248,435,8,8,1,0,1,0,28,1
248,461,86,86,8,0,1,1,33,1
248,407,3,3,5,2,1,15,611,1
248,454,1,1,14,1,1,0,2274,1
248,424,0,0,0,1,1,5,0,1
248,437,89,89,2,0,1,5,25,1
248,469,10,10,1,0,1,0,63,1
248,452,64,64,9,1,1,1,2275,1
248,438,39,39,9,2,1,1,526,1
248,119,89,89,9,3,0,13,465,1
248,466,12,12,2,1,1,8,52,1
248,450,48,48,10,1,1,8,2276,1
248,447,41,41,1,1,1,0,2277,1
248,459,74,74,9,0,1,5,2278,1
248,461,81,81,6,1,1,0,2279,1
248,438,41,41,1,1,1,14,17,1
248,414,55,55,1,0,1,1,1,1
248,462,3,3,1,0,1,0,2280,1
248,431,20,20,11,2,1,1,52,1
248,465,3,3,1,0,1,0,279,1
248,455,12,12,1,0,1,1,1,1
248,434,8,8,6,0,1,1,664,1
248,426,32,32,2,1,1,7,2281,1
248,414,48,48,40,1,1,0,2282,1
248,443,46,46,8,0,1,15,2283,1
248,437,35,35,11,1,1,0,59,1
248,375,7,7,9,1,1,12,2284,1
248,450,37,37,1,0,1,1,1,1
248,466,119,119,8,1,1,8,1850,1
248,290,25,25,9,1,1,12,66,1
248,449,51,51,0,0,1,1,33,1
248,414,18,18,6,1,1,7,6,1
249,412,74,74,1,0,0,8,11,3
249,450,16,16,9,0,1,1,11,3
249,463,0,0,0,2,1,1,11,3
249,455,7,7,10,1,1,6,11,3
249,443,0,0,11,1,1,16,11,3
249,415,6,6,5,1,0,5,75,1
249,435,68,68,2,0,1,15,2140,1
249,412,47,47,11,1,1,0,419,1
249,461,1,1,14,1,1,5,2285,1
250,475,35,35,1,0,1,0,156,0
250,474,39,39,2,1,1,8,46,0
250,453,31,31,1,1,0,11,489,0
250,454,90,90,14,1,1,14,236,0
250,469,0,0,0,2,1,1,2286,0
250,457,64,64,2,1,1,8,59,0
250,469,10,10,11,1,1,5,339,0
250,301,149,149,5,0,0,7,91,0
250,455,83,83,1,0,1,1,63,0
250,469,31,31,5,2,1,5,37,0
250,459,49,49,0,0,1,0,33,0
250,421,15,15,2,1,1,14,1768,0
250,464,89,89,6,0,1,0,2287,0
250,458,37,37,5,0,0,8,214,0
250,435,24,24,0,0,1,14,258,0
250,465,32,32,2,1,1,0,585,0
250,464,39,39,10,1,1,0,2288,0
250,434,26,26,23,0,1,0,66,0
250,14,130,130,1,0,0,5,7,2
250,272,51,51,6,0,0,5,7,2
250,472,60,60,9,1,1,15,11,2
250,14,12,12,1,1,1,7,11,2
250,473,12,12,7,1,1,0,7,2
250,222,12,12,10,3,2,0,11,2
250,434,51,51,1,1,1,5,7,2
250,475,147,147,1,0,1,12,11,2
250,414,20,20,13,1,1,6,11,3
250,385,31,31,11,1,0,11,11,3
250,460,62,62,11,1,1,0,11,3
250,455,12,12,14,1,1,0,11,3
250,472,18,18,6,1,1,0,11,3
250,426,12,12,11,1,1,12,11,3
250,451,0,0,10,0,1,15,11,3
250,424,74,74,9,1,1,0,11,3
250,472,3,3,1,1,0,9,33,3
250,447,3,3,1,0,1,12,11,3
250,455,12,12,5,0,1,15,11,3
250,464,6,6,1,1,1,5,2289,3
250,469,69,69,13,0,1,1,11,3
250,468,12,12,11,0,1,1,11,3
250,454,4,4,8,1,1,6,11,3
250,14,37,37,1,1,1,0,7,2
250,475,12,12,6,1,1,5,7,2
250,409,134,134,2,0,1,6,59,1
250,421,150,150,1,0,0,0,563,1
250,391,12,12,9,1,1,7,2290,1
250,462,14,14,7,2,1,1,18,1
250,459,62,62,14,2,1,7,28,1
250,466,44,44,11,0,1,15,1,1
250,450,31,31,1,0,1,1,52,1
250,474,31,31,11,1,1,0,2291,1
250,472,1,1,11,1,0,7,2292,1
250,272,9,9,9,1,1,5,59,1
250,444,12,12,5,0,1,1,1,1
250,451,80,80,6,2,1,1,419,1
250,333,3,3,1,1,1,12,52,1
251,468,7,7,1,1,0,0,226,0
251,461,7,7,6,0,1,5,28,0
251,449,32,32,17,1,1,0,66,0
251,452,12,12,1,0,1,5,252,0
251,455,46,46,1,0,1,0,1,0
251,475,41,41,18,1,1,0,2293,0
251,400,4,4,9,2,0,9,17,0
251,311,68,68,5,0,1,1,339,0
251,449,46,46,8,1,1,7,1,0
251,474,1,1,11,1,1,0,119,0
251,451,0,0,0,1,1,0,585,0
251,475,12,12,1,1,1,0,2294,0
251,474,81,81,6,0,1,0,54,0
251,422,29,29,2,0,0,5,7,2
251,90,44,44,9,0,0,0,7,2
251,464,4,4,2,1,1,7,7,2
251,475,36,36,0,1,0,11,7,2
251,474,58,58,10,1,1,0,7,2
251,454,1,1,14,1,1,0,7,2
251,475,11,11,5,1,1,2,11,3
251,424,53,53,5,1,1,1,11,3
251,450,0,0,1,1,1,14,11,3
251,468,27,27,2,0,1,15,11,3
251,323,0,0,0,1,0,6,11,3
251,466,0,0,1,0,0,1,11,3
251,450,1,1,14,1,1,0,11,3
251,453,31,31,11,0,1,5,11,3
251,327,48,48,11,1,1,7,159,3
251,476,5,5,9,1,1,7,11,3
251,476,50,50,9,0,1,15,11,3
251,451,2,2,1,1,1,14,7,3
251,475,3,3,2,0,1,1,11,3
251,474,31,31,8,0,1,1,11,3
251,421,15,15,2,0,1,0,7,3
251,453,60,60,11,1,0,12,11,3
251,262,58,58,11,1,1,7,11,3
251,465,192,192,9,1,1,12,2295,3
251,466,31,31,11,0,1,1,11,3
251,477,91,91,2,1,1,15,11,3
251,476,12,12,8,1,0,9,7,2
251,14,12,12,1,2,2,0,7,2
251,14,12,12,1,1,1,0,7,2
251,14,12,12,1,1,1,0,7,2
251,449,12,12,11,1,1,8,7,2
251,469,12,12,2,1,1,0,7,2
251,452,88,88,5,0,1,1,1,1
251,435,3,3,5,2,1,1,193,1
251,298,2,2,8,1,1,5,74,1
251,472,61,61,1,0,1,1,918,1
251,469,89,89,22,1,1,12,2296,1
251,441,59,59,11,1,1,0,33,1
251,432,48,48,6,2,1,7,784,1
251,444,20,20,1,1,1,0,2297,1
251,374,11,11,5,1,1,0,2298,1
251,476,14,14,1,1,1,12,0,1
251,290,50,50,9,0,1,1,6,1
251,450,41,41,1,1,1,5,52,1
251,465,46,46,11,0,1,1,1,1
251,453,8,8,1,2,1,0,1,1
251,457,75,75,1,0,1,0,2165,1
251,466,8,8,6,1,1,0,37,1
251,430,10,10,11,0,1,15,6,1
251,440,50,50,5,1,1,5,1081,1
251,465,12,12,9,0,1,5,128,1
251,476,4,4,1,0,1,1,18,1
251,460,10,10,1,0,1,0,33,1
251,475,46,46,8,0,1,0,52,1
251,464,99,99,1,0,1,0,17,1
251,434,0,0,7,1,1,1,1592,1
251,452,135,135,1,1,1,1,29,1
251,426,72,72,14,1,1,0,46,1
252,461,26,26,6,1,1,5,15,0
252,439,9,9,1,0,0,5,18,0
252,439,12,12,1,1,0,11,1,0
252,458,12,12,1,1,0,0,63,0
252,459,4,4,13,0,1,14,68,0
252,473,34,34,14,1,1,12,568,0
252,426,10,10,11,1,1,14,2299,0
252,421,4,4,9,0,1,0,2300,0
252,411,58,58,1,0,2,0,2301,0
252,461,132,132,1,0,0,8,127,0
252,459,50,50,36,1,1,5,2302,0
252,469,1,1,1,0,1,0,535,0
252,455,5,5,11,0,1,1,33,0
252,474,46,46,1,0,1,0,52,0
252,454,57,57,1,1,0,7,63,0
252,441,39,39,8,1,1,10,2303,0
252,472,14,14,6,0,0,8,276,0
252,455,180,180,2,1,1,14,119,0
252,447,23,23,2,1,1,5,17,0
252,462,14,14,8,1,1,0,17,0
252,411,79,79,9,0,1,0,996,0
252,426,20,20,8,0,1,1,7,0
252,463,46,46,1,0,0,0,33,0
252,453,80,80,1,0,0,1,339,0
252,475,18,18,6,0,1,0,296,0
252,259,81,81,1,0,1,0,33,0
252,450,12,12,2,1,1,0,2304,0
252,443,1,1,1,1,1,0,154,0
252,475,31,31,10,1,1,7,55,0
252,298,111,111,1,1,1,5,666,0
252,476,20,20,2,1,1,7,252,0
252,421,34,34,11,1,1,5,2305,0
252,452,0,0,0,0,1,0,1893,0
252,421,46,46,1,1,1,0,50,0
252,461,118,118,1,1,1,0,46,0
252,472,31,31,11,2,1,5,2306,0
252,454,59,59,25,1,1,8,2307,0
252,460,3,3,2,1,1,5,1,0
252,443,6,6,1,0,1,5,1657,0
252,469,8,8,10,1,1,0,1887,0
252,298,64,64,2,0,1,0,2308,0
252,415,4,4,22,0,1,10,59,0
252,453,0,0,1,2,1,15,2309,0
252,476,4,4,2,1,1,0,350,0
252,469,23,23,6,2,1,1,33,0
252,415,51,51,1,0,1,0,2310,0
252,460,49,49,0,0,1,5,252,0
252,372,40,40,8,0,0,8,231,0
252,466,1,1,1,1,1,7,235,0
252,447,12,12,2,0,0,12,2311,0
252,466,39,39,8,0,1,0,54,0
252,421,3,3,2,0,1,1,18,0
252,463,8,8,10,1,1,0,503,0
252,461,150,150,48,0,1,0,2312,0
252,464,90,90,8,1,1,12,182,0
252,461,59,59,15,1,1,5,378,0
252,425,7,7,8,1,1,0,2313,0
252,464,31,31,1,0,1,0,40,0
252,473,59,59,8,1,1,5,133,0
252,426,23,23,11,2,1,0,52,0
252,402,20,20,9,1,1,5,251,0
252,468,46,46,8,1,1,0,92,0
252,473,37,37,1,1,1,14,18,0
252,452,31,31,1,1,1,0,2314,0
252,466,51,51,1,0,1,6,2315,0
252,472,21,21,1,0,1,1,503,0
252,421,78,78,1,0,1,1,52,0
252,473,62,62,1,0,1,0,188,0
252,472,35,35,1,1,1,0,33,0
252,251,50,50,9,1,1,5,2316,0
252,464,13,13,1,1,1,5,91,0
252,460,9,9,9,0,1,0,63,0
252,413,56,56,9,0,1,1,1,0
252,299,89,89,1,0,1,1,1159,0
252,469,9,9,9,0,0,8,2317,0
252,214,1,1,11,0,1,1,6,0
252,450,46,46,11,3,1,26,2318,0
252,473,12,12,0,1,1,7,7,2
252,466,44,44,6,3,0,1,11,2
252,455,64,64,11,1,1,0,7,2
252,463,47,47,1,1,0,7,7,2
252,464,20,20,2,1,1,6,11,2
252,473,51,51,9,1,1,5,7,2
252,303,31,31,2,1,1,5,11,2
252,475,17,17,1,1,0,1,7,2
252,436,12,12,8,3,0,8,7,2
252,463,20,20,13,0,1,0,7,2
252,478,119,119,11,1,1,1,11,2
252,473,88,88,1,1,0,18,7,2
252,459,39,39,1,1,0,5,11,3
252,436,20,20,1,1,1,10,2319,3
252,453,31,31,14,1,1,0,7,3
252,452,49,49,1,1,0,5,11,3
252,447,20,20,12,0,1,15,11,3
252,403,32,32,1,0,1,15,11,3
252,413,153,153,9,1,1,0,11,3
252,472,32,32,1,1,1,12,11,3
252,469,12,12,2,1,1,7,11,3
252,460,39,39,8,0,1,0,11,3
252,459,47,47,1,0,0,8,11,3
252,451,145,145,8,1,1,12,491,3
252,346,145,145,5,0,1,1,11,3
252,461,47,47,1,0,1,0,11,3
252,465,0,0,8,0,1,0,11,3
252,414,60,60,11,1,1,16,11,3
252,473,32,32,5,1,1,0,11,3
252,462,8,8,1,0,0,1,11,3
252,372,32,32,11,0,1,15,11,3
252,387,53,53,2,1,1,7,11,3
252,442,12,12,6,1,0,11,7,3
252,472,0,0,9,0,0,2,11,3
252,325,32,32,9,0,1,1,11,3
252,330,31,31,1,0,0,7,11,3
252,476,31,31,2,2,1,5,11,3
252,298,51,51,6,1,1,12,11,3
252,460,68,68,9,0,1,15,11,3
252,218,12,12,1,1,1,0,11,3
252,439,12,12,1,1,1,7,11,3
252,400,15,15,2,1,1,0,11,3
252,476,2,2,2,1,0,6,11,3
252,460,145,145,1,1,0,8,11,3
252,450,12,12,13,2,1,0,11,3
252,290,48,48,0,1,1,7,11,3
252,461,12,12,1,0,1,15,11,3
252,466,68,68,2,1,1,7,11,3
252,469,12,12,1,0,0,12,11,3
252,426,20,20,13,0,1,1,11,3
252,421,180,180,1,0,0,6,11,3
252,421,50,50,1,1,1,0,11,3
252,454,44,44,1,1,1,0,11,3
252,436,12,12,1,1,1,0,11,3
252,438,46,46,8,2,1,1,7,3
252,464,3,3,0,0,1,15,11,3
252,459,1,1,10,0,1,15,11,3
252,466,23,23,5,0,1,1,11,3
252,451,6,6,1,0,1,0,11,3
252,317,48,48,1,0,1,0,609,3
252,466,27,27,2,2,1,1,11,3
252,298,7,7,1,0,1,1,11,3
252,457,132,132,1,1,0,10,11,3
252,446,31,31,2,1,1,5,11,3
252,475,12,12,5,0,1,1,11,3
252,434,34,34,13,1,1,2,11,3
252,472,12,12,1,1,1,0,11,3
252,472,15,15,2,1,0,12,11,3
252,430,8,8,10,2,1,1,11,3
252,472,41,41,18,1,1,12,11,3
252,290,15,15,7,2,1,0,11,3
252,442,31,31,1,1,1,7,11,3
252,466,12,12,14,1,1,7,11,3
252,458,48,48,5,1,0,5,83,3
252,479,48,48,1,1,0,0,11,3
252,457,155,155,1,0,1,1,11,3
252,427,12,12,1,2,1,1,11,3
252,445,3,3,5,2,1,0,11,3
252,402,31,31,1,0,1,0,11,3
252,476,12,12,1,1,2,0,7,2
252,14,12,12,2,0,1,1,7,2
252,431,12,12,1,1,1,7,7,2
252,455,12,12,2,0,2,14,7,2
252,14,12,12,6,1,1,0,7,2
252,449,12,12,1,0,1,5,7,2
252,472,9,9,1,0,1,1,7,2
252,290,12,12,1,1,1,5,7,2
252,259,12,12,1,2,1,1,7,2
252,361,31,31,2,0,1,1,7,2
252,469,12,12,1,1,1,0,7,2
252,442,12,12,1,0,1,1,7,2
252,441,12,12,14,0,1,15,7,2
252,14,99,99,9,2,1,5,7,2
252,381,12,12,1,1,2,0,7,2
252,476,10,10,9,1,1,14,7,2
252,290,12,12,2,1,1,12,7,2
252,14,12,12,1,1,1,0,7,2
252,462,12,12,1,0,1,18,7,2
252,457,46,46,1,1,1,8,6,1
252,298,31,31,2,1,0,12,2320,1
252,446,35,35,2,0,1,1,2321,1
252,421,29,29,8,1,1,12,2322,1
252,455,88,88,11,2,1,1,2323,1
252,421,46,46,7,2,1,1,1346,1
252,431,10,10,2,0,1,0,34,1
