246,441,0,0,0,1,1,7,7,2
246,467,4,4,5,1,1,5,7,2
246,426,15,15,9,1,0,11,11,2
246,452,12,12,1,1,1,0,7,2
246,14,12,12,1,0,2,1,7,2
246,450,12,12,1,0,0,0,7,2
246,461,12,12,7,1,1,12,7,2
246,445,90,90,6,3,1,0,11,2
246,451,12,12,1,1,1,7,7,2
246,447,12,12,1,0,1,1,7,2
246,445,8,8,8,1,1,0,7,2
246,450,12,12,1,1,1,7,7,2
246,465,12,12,1,1,1,0,11,2
246,457,12,12,1,1,1,5,7,2
246,440,12,12,1,1,0,7,7,2
246,14,12,12,1,0,2,1,7,2
246,415,12,12,1,0,2,1,7,2
246,348,12,12,1,1,1,2,7,2
246,461,12,12,1,0,2,5,7,2
246,468,12,12,9,1,0,7,7,2
246,441,12,12,2,1,1,15,7,2
246,290,41,41,9,1,1,5,7,2
246,365,8,8,0,1,1,0,11,2
246,14,12,12,1,0,2,1,7,2
246,327,12,12,1,0,1,5,7,2
246,457,31,31,1,0,1,1,11,2
246,459,41,41,1,0,1,1,11,3
246,413,32,32,22,1,1,18,11,3
246,272,10,10,35,0,0,0,11,3
246,462,7,7,11,0,1,5,11,3
246,441,145,145,1,0,1,0,1,3
246,414,31,31,17,1,1,7,11,3
246,443,9,9,9,1,0,0,11,3
246,413,75,75,2,1,1,0,11,3
246,452,57,57,9,0,1,15,11,3
246,435,31,31,21,0,0,0,11,3
246,439,22,22,1,0,0,0,11,3
246,409,8,8,1,3,0,0,11,3
246,459,40,40,5,1,1,6,11,3
246,439,8,8,14,0,1,1,11,3
246,440,8,8,1,0,1,6,11,3
246,426,0,0,1,1,1,12,11,3
246,389,93,93,1,1,1,7,11,3
246,426,51,51,2,1,1,7,11,3
246,449,46,46,1,0,1,15,11,3
246,461,37,37,5,1,0,5,11,3
246,428,1,1,1,1,1,5,54,3
246,455,39,39,9,0,1,1,11,3
246,437,11,11,5,1,1,12,11,3
246,460,12,12,1,1,0,11,11,3
246,461,12,12,5,0,1,1,11,3
246,452,51,51,6,0,1,1,11,3
246,442,12,12,1,1,1,11,11,3
246,396,0,0,0,3,0,13,11,3
246,449,8,8,10,1,1,7,11,3
246,457,24,24,6,0,0,12,11,3
246,443,31,31,9,1,0,5,11,3
246,455,48,48,1,1,1,0,11,3
246,447,20,20,2,0,1,1,11,3
246,459,91,91,6,1,1,2,11,3
246,406,31,31,29,1,1,16,11,3
246,437,12,12,1,0,0,0,7,3
246,457,61,61,1,1,1,15,11,3
246,259,10,10,20,0,1,15,11,3
246,422,48,48,6,1,1,7,11,3
246,438,3,3,0,1,1,7,11,3
246,441,12,12,1,1,2,0,11,3
246,432,89,89,1,0,1,1,11,3
246,459,0,0,11,2,1,15,11,3
246,457,31,31,12,0,1,6,2230,3
246,454,7,7,9,1,1,0,11,3
246,464,31,31,7,1,1,12,11,3
246,329,62,62,1,1,1,7,11,3
246,422,12,12,6,0,0,0,11,3
246,460,12,12,9,0,1,15,11,3
246,313,0,0,11,0,1,1,11,3
246,459,1,1,13,0,1,1,2231,1
246,441,66,66,1,2,1,15,1,1
246,457,32,32,8,1,1,5,1,1
246,455,10,10,2,0,1,1,63,1
246,438,0,0,1,1,0,8,93,1
246,459,64,64,1,0,1,0,2232,1
246,426,10,10,2,1,1,12,33,1
246,451,24,24,6,1,1,0,284,1
246,452,8,8,10,1,1,0,595,1
246,457,65,65,18,1,1,12,66,1
246,298,9,9,1,0,1,0,28,1
246,452,90,90,14,1,0,8,2233,1
246,450,12,12,8,1,1,0,618,1
246,290,4,4,5,0,1,1,1221,1
246,452,18,18,1,0,1,14,820,1
246,426,31,31,14,1,1,16,594,1
246,290,15,15,2,0,1,0,1,1
246,134,20,20,2,1,1,5,182,1
246,454,24,24,2,1,1,6,59,1
246,460,15,15,2,1,1,8,576,1
246,465,12,12,2,0,1,1,1,1
246,441,12,12,2,0,1,0,28,1
246,446,19,19,6,0,1,1,1,1
246,441,60,60,1,2,1,1,52,1
246,451,119,119,14,0,1,0,122,1
246,464,66,66,9,0,1,0,92,1
246,465,8,8,1,0,1,0,252,1
246,461,4,4,1,2,1,1,28,1
246,414,15,15,11,2,1,1,1,1
246,379,66,66,1,0,1,1,1,1
246,469,46,46,8,0,1,0,52,1
246,464,99,99,5,1,1,0,17,1
246,455,41,41,2,0,1,1,28,1
246,465,28,28,1,0,1,0,28,1
246,431,7,7,1,1,1,9,10,1
246,462,15,15,0,1,1,5,629,1
246,432,48,48,1,1,1,5,28,1
246,440,20,20,9,0,1,1,6,1
246,412,49,49,0,2,1,7,59,1
246,329,10,10,8,0,0,12,2234,1
246,450,31,31,2,2,1,5,37,1
246,290,66,66,1,0,1,5,448,1
246,436,31,31,1,1,1,10,66,1
246,403,62,62,1,0,1,1,6,1
246,425,36,36,1,1,1,12,2235,1
246,436,35,35,6,0,1,0,601,1
246,436,33,33,1,0,0,7,18,1
246,458,31,31,11,0,1,0,448,1
246,377,39,39,1,1,1,0,52,1
246,327,9,9,11,1,1,12,2236,1
246,451,12,12,8,1,1,8,87,1
246,459,12,12,1,0,1,1,28,1
246,462,118,118,1,0,1,1,46,1
246,406,7,7,9,2,1,1,281,1
246,385,12,12,1,0,1,0,2237,1
246,457,4,4,1,1,1,0,2238,1
246,442,6,6,11,0,1,1,2239,1
246,431,24,24,11,0,1,1,92,1
246,327,145,145,9,0,1,1,50,1
246,290,0,0,2,0,1,1,690,1
246,451,1,1,14,1,1,7,608,1
246,223,61,61,9,1,1,5,214,1
247,280,10,10,2,0,0,5,1,0
247,438,81,81,8,1,1,5,33,0
247,327,99,99,5,0,1,1,1,0
247,445,119,119,9,1,1,5,52,0
247,452,8,8,1,0,0,5,92,0
247,465,34,34,6,0,1,5,37,0
247,451,44,44,2,0,1,1,2240,0
247,351,10,10,2,1,1,1,28,0
247,470,54,54,6,1,1,7,2241,0
247,444,33,33,5,1,0,11,1311,0
247,440,65,65,1,0,1,1,92,0
247,417,46,46,5,0,1,1,33,0
247,337,46,46,1,0,0,7,46,0
247,435,4,4,1,1,0,0,2196,0
247,460,9,9,1,0,1,1,11,0
247,432,19,19,1,1,0,5,46,0
247,440,3,3,2,0,1,0,73,0
247,298,66,66,7,1,0,7,122,0
247,450,12,12,2,1,0,12,86,0
247,441,6,6,1,0,1,0,46,0
247,452,62,62,2,0,1,0,46,0
247,298,91,91,0,0,1,1,683,0
247,468,36,36,1,1,0,11,118,0
247,367,31,31,1,0,1,1,7,2
247,414,12,12,2,0,1,9,7,2
247,290,12,12,5,0,1,9,7,2
247,316,12,12,1,0,1,15,7,2
247,387,12,12,11,1,1,7,7,2
247,454,99,99,1,0,1,0,7,2
247,463,99,99,6,1,1,5,7,2
247,460,56,56,5,1,1,7,7,2
247,311,12,12,1,0,1,1,7,2
247,418,62,62,14,1,1,0,7,2
247,409,119,119,14,1,1,0,7,2
247,471,147,147,26,0,1,13,11,2
247,290,7,7,0,1,1,7,11,3
247,468,39,39,1,1,0,9,11,3
247,272,19,19,5,0,1,1,11,3
247,422,55,55,8,1,0,0,11,3
247,441,145,145,11,1,1,12,11,3
247,458,13,13,1,0,1,1,11,3
247,360,39,39,1,0,1,15,11,3
247,461,3,3,1,1,0,11,11,3
247,441,12,12,1,0,0,8,1229,3
247,14,12,12,1,2,2,12,11,3
247,462,34,34,1,0,0,0,11,3
247,412,32,32,9,0,1,1,11,3
247,329,77,77,8,0,1,15,11,3
247,469,12,12,1,1,0,11,11,3
247,457,12,12,8,2,2,11,11,3
247,441,89,89,8,0,1,15,11,3
247,351,4,4,1,0,1,0,11,3
247,437,60,60,11,1,0,7,11,3
247,458,41,41,9,0,1,1,11,3
247,344,12,12,8,0,1,15,11,3
247,267,12,12,13,1,0,7,11,3
247,468,34,34,13,1,1,15,11,3
247,430,20,20,11,1,1,7,11,3
247,372,10,10,11,3,0,1,7,2
247,472,12,12,1,0,1,13,7,2
247,439,15,15,9,0,1,0,517,1
247,422,7,7,6,0,1,0,1,1
247,318,107,107,1,0,0,10,2242,1
247,455,47,47,1,0,0,5,260,1
247,242,39,39,8,1,1,6,45,1
247,426,31,31,2,0,0,6,83,1
247,430,18,18,1,0,1,0,33,1
247,391,1,1,18,1,1,0,388,1
247,446,51,51,0,1,1,7,1159,1
247,353,38,38,11,0,0,6,980,1
247,443,0,0,0,0,1,5,672,1
247,290,1,1,14,1,1,8,2243,1
247,403,41,41,11,0,1,0,512,1
247,469,18,18,1,0,1,1,2244,1
247,449,90,90,9,1,1,12,2245,1
247,391,191,191,5,0,1,6,2246,1
247,465,75,75,11,0,1,1,63,1
247,233,33,33,1,0,1,5,2247,1
247,428,48,48,17,0,2,0,1625,1
247,318,1,1,14,1,1,12,121,1
247,355,24,24,10,1,1,11,33,1
247,416,101,101,1,0,0,3,1781,1
247,469,44,44,1,0,1,0,46,1
248,444,89,89,8,0,1,1,1091,0
248,466,110,110,8,1,0,0,18,0
248,452,89,89,9,1,1,1,182,0
248,464,81,81,10,2,1,0,2248,0
248,446,31,31,0,1,1,0,50,0
248,466,9,9,11,1,1,5,0,0
248,272,14,14,8,1,1,0,127,0
248,453,39,39,1,1,1,0,91,0
248,459,44,44,9,1,1,14,92,0
248,428,57,57,0,0,1,0,6,0
248,445,48,48,6,1,0,8,1081,0
248,469,8,8,1,0,0,3,188,0
248,446,35,35,5,1,1,0,1360,0
248,452,10,10,1,1,1,1,251,0
248,464,8,8,20,0,1,0,2249,0
248,472,38,38,9,0,1,14,39,0
248,313,2,2,8,1,1,0,2250,0
248,462,1,1,1,1,0,14,2251,0
248,472,9,9,2,1,1,0,2252,0
248,435,32,32,2,0,1,0,2253,0
248,435,47,47,0,1,1,0,92,0
248,473,53,53,9,1,1,5,148,0
248,457,89,89,8,1,1,0,17,0
248,469,90,90,1,0,1,1,121,0
248,463,23,23,2,0,1,1,59,0
248,443,35,35,1,0,1,1,15,0
248,443,81,81,0,1,1,7,251,0
248,454,31,31,11,0,0,6,2254,0
248,460,8,8,14,1,1,5,33,0
248,290,49,49,1,0,0,12,664,0
248,468,11,11,5,1,1,5,117,0
248,421,35,35,8,1,1,0,2255,0
248,462,12,12,1,0,1,1,92,0
248,465,74,74,9,1,1,5,2256,0
248,468,12,12,1,1,1,5,46,0
248,298,12,12,11,0,1,15,319,0
248,396,12,12,13,0,1,1,2257,0
248,400,32,32,1,0,0,6,749,0
248,458,46,46,8,1,1,0,129,0
248,466,15,15,1,0,0,7,40,0
248,444,75,75,8,2,1,15,18,0
248,387,24,24,0,0,1,5,768,0
248,474,9,9,7,1,1,5,252,0
248,460,10,10,11,2,1,0,91,0
248,453,81,81,6,0,1,1,2258,0
248,290,12,12,14,0,0,8,490,0
248,460,9,9,9,0,1,5,127,0
248,459,41,41,2,0,1,0,66,0
248,455,15,15,2,0,0,12,2259,0
248,435,74,74,9,1,1,5,156,0
248,469,61,61,10,1,1,5,127,0
248,474,61,61,1,1,1,5,1,0
248,469,10,10,1,1,1,5,156,0
248,455,39,39,8,2,1,1,83,0
248,460,54,54,1,0,1,5,153,0
248,461,48,48,11,0,0,6,2260,0
248,443,9,9,9,0,0,0,257,0
248,426,91,91,8,1,1,8,2261,0
248,353,7,7,6,0,1,0,182,0
248,469,29,29,2,1,1,0,2262,0
248,465,139,139,1,1,1,5,54,0
248,290,19,19,5,2,1,15,2263,0
248,205,76,76,8,0,1,1,1,0
248,460,85,85,1,0,1,12,2264,0
248,405,48,48,9,1,1,5,2265,0
248,457,12,12,1,0,1,1,7,2
248,455,12,12,1,1,0,8,7,2
248,466,12,12,1,0,0,0,7,2
248,474,14,14,1,1,1,0,7,2
248,455,12,12,1,1,1,14,7,2
248,334,12,12,1,2,2,6,7,2
248,14,12,12,1,1,1,7,7,2
248,459,12,12,1,1,1,12,7,2
248,465,46,46,8,1,1,5,7,2
248,437,60,60,11,1,1,12,11,2
248,441,12,12,1,0,1,0,7,2
248,446,8,8,7,1,1,5,7,2
248,14,23,23,2,2,1,1,7,2
248,464,12,12,1,0,1,1,7,2
248,468,147,147,11,0,1,15,7,2
248,434,27,27,1,0,1,1,1,3
248,474,60,60,11,1,1,0,1554,3
248,426,31,31,14,1,1,12,11,3
248,464,12,12,1,1,1,0,11,3
248,323,54,54,2,0,1,15,11,3
248,462,47,47,1,0,1,0,11,3
248,464,31,31,2,0,1,14,11,3
248,272,35,35,1,1,1,0,11,3
248,454,46,46,8,0,1,15,11,3
248,434,31,31,9,0,1,1,11,3
248,436,74,74,7,1,1,0,11,3
248,298,7,7,1,0,1,0,11,3
248,465,46,46,1,0,1,15,11,3
248,465,31,31,9,1,0,0,11,3
248,439,6,6,0,0,1,6,11,3
248,455,20,20,13,1,1,12,11,3
248,442,38,38,2,0,1,1,11,3
248,466,51,51,1,0,1,7,7,3
248,453,0,0,0,1,1,5,11,3
248,421,15,15,1,0,1,15,11,3
248,465,81,81,1,1,1,15,11,3
248,457,119,119,1,1,1,0,11,3
248,290,78,78,5,1,1,15,11,3
248,442,101,101,1,1,1,7,11,3
248,460,51,51,2,1,0,8,45,3
248,475,86,86,9,1,1,10,11,3
248,412,31,31,2,0,1,15,11,3
248,458,4,4,2,0,0,2,11,3
248,430,20,20,9,0,1,1,11,3
248,426,12,12,1,2,1,1,7,2
248,458,12,12,1,0,1,1,7,2
248,447,24,24,1,0,1,0,7,2
248,426,12,12,1,2,1,0,7,2
248,327,12,12,9,1,1,11,7,2
248,75,7,7,1,3,0,5,251,1
248,454,12,12,1,1,0,0,664,1
248,464,31,31,22,1,1,0,607,1
248,455,24,24,1,0,1,1,1,1
248,466,0,0,2,1,1,6,33,1
248,451,4,4,5,0,1,1,92,1
248,416,10,10,11,0,1,1,1,1
248,426,88,88,6,0,0,8,2266,1
248,435,59,59,11,1,1,6,2267,1
248,454,24,24,0,1,1,7,724,1
248,453,101,101,1,1,0,12,2268,1
248,474,61,61,1,0,1,0,6,1
248,463,45,45,2,0,1,0,40,1
248,445,20,20,2,1,1,7,1791,1
248,298,31,31,12,0,1,1,18,1
248,461,35,35,2,1,1,5,672,1
248,440,64,64,14,1,1,5,2269,1
248,465,12,12,1,0,1,1,252,1
248,443,46,46,1,0,0,5,622,1
248,461,31,31,2,0,0,8,499,1
248,381,12,12,1,1,1,5,2270,1
248,463,108,108,1,1,1,12,2271,1
248,326,51,51,2,1,1,0,2272,1
248,405,29,29,1,0,0,1,1,1
248,466,47,47,1,0,0,1,2273,1
248,468,4,4,1,0,1,0,585,1
248,465,101,101,1,0,1,0,790,1
248,435,8,8,1,0,1,0,28,1
248,461,86,86,8,0,1,1,33,1
248,407,3,3,5,2,1,15,611,1
248,454,1,1,14,1,1,0,2274,1
248,424,0,0,0,1,1,5,0,1
248,437,89,89,2,0,1,5,25,1
248,469,10,10,1,0,1,0,63,1
248,452,64,64,9,1,1,1,2275,1
248,438,39,39,9,2,1,1,526,1
248,119,89,89,9,3,0,13,465,1
248,466,12,12,2,1,1,8,52,1
248,450,48,48,10,1,1,8,2276,1
248,447,41,41,1,1,1,0,2277,1
248,459,74,74,9,0,1,5,2278,1
248,461,81,81,6,1,1,0,2279,1
248,438,41,41,1,1,1,14,17,1
248,414,55,55,1,0,1,1,1,1
248,462,3,3,1,0,1,0,2280,1
248,431,20,20,11,2,1,1,52,1
248,465,3,3,1,0,1,0,279,1
248,455,12,12,1,0,1,1,1,1
248,434,8,8,6,0,1,1,664,1
248,426,32,32,2,1,1,7,2281,1
248,414,48,48,40,1,1,0,2282,1
248,443,46,46,8,0,1,15,2283,1
248,437,35,35,11,1,1,0,59,1
248,375,7,7,9,1,1,12,2284,1
248,450,37,37,1,0,1,1,1,1
248,466,119,119,8,1,1,8,1850,1
248,290,25,25,9,1,1,12,66,1
248,449,51,51,0,0,1,1,33,1
248,414,18,18,6,1,1,7,6,1
249,412,74,74,1,0,0,8,11,3
249,450,16,16,9,0,1,1,11,3
249,463,0,0,0,2,1,1,11,3
249,455,7,7,10,1,1,6,11,3
249,443,0,0,11,1,1,16,11,3
249,415,6,6,5,1,0,5,75,1
249,435,68,68,2,0,1,15,2140,1
249,412,47,47,11,1,1,0,419,1
249,461,1,1,14,1,1,5,2285,1
250,475,35,35,1,0,1,0,156,0
